player_id,player_name,player_position,team_id,expected_assists,goals_scored,expected_goals_conceded,threat,influence,creativity,expected_goals,saves,goals_conceded,assists,ict_index,expected_goal_involvements,starts,minutes,total_points,clean_sheets
467,Bobby Clark,MID,12,0.09,0,0.0,2.0,0.0,0.3,0.0,0,0,0,0.2,0.09,0,7,1,0
468,Harvey Davies,GKP,12,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
469,Arthur Henrique Ramos de Oliveira Melo,MID,12,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
470,Ben Doak,MID,12,0.0,0,0.96,4.0,5.6,1.4,0.0,0,1,0,1.2,0.0,0,23,2,0
471,Cody Gakpo,MID,12,1.87,7,19.56,415.0,331.8,271.1,6.43,0,19,3,101.3,8.3,17,1455,90,6
472,Kyle Walker,DEF,13,1.32,0,20.07,39.0,223.8,176.2,0.39,0,20,0,43.8,1.71,22,1953,69,7
473,Ilkay Gündogan,MID,13,4.37,8,20.31,597.0,596.2,636.9,7.83,0,20,6,182.7,12.2,27,2351,132,10
474,Kevin De Bruyne,MID,13,13.69,7,19.88,598.0,897.8,1476.7,5.34,0,23,18,297.6,19.03,28,2413,183,10
475,John Stones,DEF,13,0.97,2,13.56,135.0,396.0,164.1,1.03,0,17,2,69.6,2.0,21,1844,93,7
476,Riyad Mahrez,MID,13,5.22,5,18.28,520.0,533.6,773.4,5.4,0,23,12,182.5,10.62,22,1913,126,6
477,Jack Grealish,MID,13,6.74,5,14.46,683.0,515.8,721.3,4.5,0,16,10,191.7,11.24,23,2051,121,10
478,João Cancelo,DEF,13,1.53,2,13.34,276.0,277.0,266.4,0.83,0,16,2,81.2,2.36,16,1273,73,6
479,Ederson Santana de Moraes,GKP,13,0.22,0,28.08,0.0,479.0,13.1,0.0,46,32,1,49.2,0.22,35,3150,121,11
480,Nathan Aké,DEF,13,1.3,1,16.48,150.0,383.4,161.6,1.55,0,15,0,69.7,2.85,22,1871,92,9
481,Aymeric Laporte,DEF,13,0.44,0,11.77,68.0,166.2,107.8,0.49,0,10,0,34.1,0.93,11,992,40,4
482,Zack Steffen,GKP,13,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
483,Bernardo Veiga de Carvalho e Silva,MID,13,3.83,4,23.24,424.0,492.0,515.0,2.09,0,24,6,143.1,5.92,24,2196,106,7
484,Rúben Gato Alves Dias,DEF,13,0.34,0,17.36,124.0,416.8,83.7,1.36,0,16,0,62.5,1.7,22,1997,80,9
485,Phil Foden,MID,13,4.73,11,17.62,712.0,671.2,670.8,5.75,0,16,7,205.4,10.48,22,1832,142,5
486,Rodrigo Hernandez,MID,13,3.49,2,25.24,493.0,716.0,555.9,4.53,0,26,6,176.9,8.02,34,2911,108,11
487,Cole Palmer,MID,13,0.49,0,7.13,97.0,59.2,72.4,0.36,0,4,1,23.1,0.85,2,358,19,1
488,James McAtee,MID,13,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
489,Erling Haaland,FWD,13,3.11,36,25.24,1825.0,1390.0,371.0,28.54,0,26,9,358.1,31.65,33,2767,272,13
490,Julián Álvarez,FWD,13,1.63,9,17.14,545.0,430.8,271.1,6.79,0,16,3,124.7,8.42,13,1448,103,5
491,Luke Mbete-Tabu,DEF,13,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
492,Josh Wilson-Esbrand,DEF,13,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
493,Liam Delap,FWD,13,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
494,Stefan Ortega Moreno,GKP,13,0.0,0,4.12,0.0,116.8,0.0,0.0,14,1,0,11.7,0.0,3,270,23,2
495,Kalvin Phillips,MID,13,0.11,0,5.05,19.0,39.0,46.5,0.28,0,3,0,10.5,0.39,2,291,14,1
496,Scott Carson,GKP,13,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
497,Rico Lewis,DEF,13,1.63,0,8.9,40.0,114.6,152.4,0.21,0,8,0,30.7,1.84,10,900,29,2
498,Sergio Gómez,DEF,13,1.05,0,5.9,24.0,66.2,52.8,0.37,0,6,1,14.3,1.42,2,340,21,1
499,Claudio Gomes,MID,13,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
500,Ben Knight,MID,13,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
501,Manuel Akanji,DEF,13,0.99,0,21.7,180.0,385.6,146.5,1.14,0,23,1,71.4,2.13,24,2284,82,7
502,Máximo Perrone,MID,13,0.01,0,0.19,4.0,1.0,2.6,0.0,0,1,0,0.8,0.01,0,18,1,0
503,Alex Robertson,MID,13,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
504,Shea Charles,MID,13,0.0,0,0.05,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0,27,1,0
505,Nico O'Reilly,MID,13,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
506,Jack Butland,GKP,14,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
507,Cristiano Ronaldo dos Santos Aveiro,FWD,14,0.25,1,5.95,218.0,63.8,83.2,1.89,0,8,0,35.6,2.14,4,519,20,3
508,David De Gea Quintana,GKP,14,0.22,0,50.24,0.0,792.2,13.0,0.0,101,43,0,80.7,0.22,38,3420,161,17
509,Phil Jones,DEF,14,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
510,Raphaël Varane,DEF,14,0.51,0,27.27,124.0,387.0,74.0,0.75,0,22,0,58.8,1.26,22,1912,77,10
511,Harry Maguire,DEF,14,0.04,0,10.79,51.0,180.6,20.3,0.34,0,7,0,25.2,0.38,8,762,39,5
512,Frederico Rodrigues de Paula Santos,MID,14,1.77,2,21.86,213.0,282.2,335.9,2.03,0,22,3,83.0,3.8,12,1228,62,4
513,Luke Shaw,DEF,14,2.9,1,37.85,118.0,572.8,547.7,1.09,0,35,4,124.2,3.99,30,2552,124,12
514,Bruno Borges Fernandes,MID,14,10.7,8,49.13,948.0,948.0,1532.3,9.33,0,39,9,343.1,20.03,37,3317,176,18
515,Alex Telles,DEF,14,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
516,Marcus Rashford,MID,14,2.86,17,43.46,1427.0,887.8,459.7,15.27,0,39,7,277.6,18.13,32,2880,205,13
517,Donny van de Beek,MID,14,0.14,0,1.58,54.0,11.2,40.2,0.1,0,3,0,10.5,0.24,2,162,8,0
518,Victor Lindelöf,DEF,14,0.39,0,19.97,19.0,265.0,53.5,0.25,0,16,0,33.9,0.64,14,1359,57,6
519,Scott McTominay,MID,14,0.99,1,22.38,156.0,242.2,122.8,1.96,0,20,0,51.7,2.95,10,1149,36,4
520,Eric Bailly,DEF,14,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
521,Jadon Sancho,MID,14,4.13,6,24.95,382.0,390.6,543.9,4.02,0,18,3,131.7,8.15,21,1683,105,13
522,Aaron Wan-Bissaka,DEF,14,0.91,0,19.17,143.0,290.4,221.9,1.19,0,10,0,65.5,2.1,16,1432,67,8
523,Diogo Dalot Teixeira,DEF,14,1.53,1,34.27,272.0,469.4,418.6,2.49,0,34,2,116.0,4.02,24,2152,102,10
524,Brandon Williams,DEF,14,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
525,Anthony Elanga,MID,14,0.98,0,4.79,162.0,52.4,78.8,0.65,0,2,1,28.7,1.63,5,417,23,2
526,Anthony Martial,FWD,14,1.46,6,13.57,376.0,305.2,179.0,6.03,0,8,3,85.4,7.49,11,970,66,7
527,Facundo Pellistri Rebollo,MID,14,0.02,0,0.78,2.0,3.2,1.7,0.0,0,1,0,0.6,0.02,0,60,4,0
528,Tom Heaton,GKP,14,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
529,Tyrell Malacia,DEF,14,0.71,0,19.21,77.0,206.4,125.8,0.23,0,14,0,41.1,0.94,14,1391,62,7
530,Christian Eriksen,MID,14,3.49,1,26.02,344.0,420.8,564.3,4.79,0,25,9,132.8,8.28,25,2046,103,13
531,Lisandro Martínez,DEF,14,1.02,1,32.52,82.0,571.8,110.4,0.46,0,33,0,76.7,1.48,24,2113,81,9
532,Amad Diallo,MID,14,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
533,Zidane Iqbal,MID,14,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
534,Alejandro Garnacho,MID,14,0.95,3,8.02,266.0,153.8,58.5,2.97,0,13,2,47.9,3.92,5,557,39,0
535,Carlos Henrique Casimiro,MID,14,3.82,4,29.3,278.0,638.6,393.0,3.49,0,22,3,131.1,7.31,24,2122,87,10
536,Antony Matheus dos Santos,MID,14,2.42,4,25.37,633.0,322.0,421.0,6.65,0,21,2,137.1,9.07,23,1803,82,12
537,Matej Kovár,GKP,14,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
538,Kobbie Mainoo,MID,14,0.07,0,0.25,6.0,5.8,0.8,0.0,0,0,0,1.3,0.07,0,10,1,0
539,Nathan Bishop,GKP,14,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
540,Shola Shoretire,FWD,14,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
541,Rhys Bennett,DEF,14,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
542,Wout Weghorst,FWD,14,1.16,0,14.6,140.0,97.6,183.7,2.02,0,11,1,42.1,3.18,10,790,24,4
543,Marcel Sabitzer,MID,14,1.2,0,11.08,84.0,100.4,138.9,0.74,0,7,1,32.5,1.94,7,622,25,5
544,Marc Jurado Gomez,DEF,14,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
545,Anthony Gordon,MID,15,1.29,4,25.18,517.0,265.6,215.3,4.73,0,18,0,99.8,6.02,16,1574,68,4
546,Matt Ritchie,DEF,15,0.05,0,0.9,2.0,8.8,17.2,0.0,0,0,0,2.8,0.05,0,35,7,0
547,Federico Fernández,DEF,15,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
548,Ciaran Clark,DEF,15,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
549,Karl Darlow,GKP,15,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
550,Martin Dubravka,GKP,15,0.0,0,3.33,0.0,29.4,0.0,0.0,10,1,0,2.9,0.0,1,156,11,1
551,Callum Wilson,FWD,15,2.11,18,21.93,1020.0,720.0,271.0,16.43,0,16,6,200.4,18.54,21,1870,157,10
552,Kieran Trippier,DEF,15,12.03,1,38.41,117.0,904.8,1818.5,0.85,0,31,9,284.3,12.88,38,3342,198,16
553,Dan Burn,DEF,15,1.28,1,36.33,265.0,550.2,230.4,2.12,0,30,0,104.8,3.4,35,3109,129,14
554,Ryan Fraser,MID,15,0.25,0,3.34,70.0,26.8,74.0,0.31,0,3,0,17.2,0.56,3,308,11,1
555,Jamaal Lascelles,DEF,15,0.01,0,4.34,13.0,42.6,0.9,0.11,0,5,0,5.4,0.12,2,214,3,0
556,Dwight Gayle,FWD,15,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
557,Paul Dummett,DEF,15,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
558,Javier Manquillo Gaitán,DEF,15,0.01,0,0.97,2.0,12.0,5.5,0.0,0,1,0,2.0,0.01,0,34,4,0
559,Emil Krafth,DEF,15,0.0,0,0.1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,1,1,0
560,Jacob Murphy,MID,15,2.95,4,16.13,410.0,275.0,302.5,3.46,0,12,2,98.9,6.41,14,1230,78,3
561,Fabian Schär,DEF,15,2.05,1,36.65,521.0,653.4,263.9,4.63,0,28,3,144.1,6.68,36,3207,139,15
562,Matt Targett,DEF,15,0.67,0,6.79,8.0,97.6,141.9,0.01,0,6,0,24.8,0.68,6,600,35,3
563,Allan Saint-Maximin,MID,15,2.59,1,13.91,370.0,266.4,344.1,1.6,0,14,6,98.2,4.19,12,1109,66,4
564,Miguel Almirón Rejala,MID,15,3.0,11,28.35,849.0,599.2,424.0,8.03,0,22,4,187.5,11.03,29,2487,158,15
565,Sean Longstaff,MID,15,2.57,1,27.57,408.0,385.2,372.0,3.3,0,18,5,116.8,5.87,28,2514,93,13
566,Joelinton Cássio Apolinário de Lira,MID,15,1.9,6,32.27,655.0,603.4,413.1,7.11,0,26,5,167.3,9.01,30,2660,115,11
567,Jamal Lewis,DEF,15,0.0,0,1.05,4.0,1.0,0.8,0.0,0,1,0,0.6,0.0,0,9,2,0
568,Joe Willock,MID,15,4.29,3,29.62,680.0,520.8,547.0,7.3,0,26,7,174.9,11.59,31,2556,123,12
569,Bruno Guimarães Rodriguez Moura,MID,15,3.72,4,29.82,284.0,617.6,631.8,2.82,0,25,5,153.6,6.54,32,2727,107,12
570,Jeff Hendrick,MID,15,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
571,Nick Pope,GKP,15,0.01,0,39.44,0.0,709.6,20.0,0.0,87,32,0,72.9,0.01,37,3261,157,14
572,Sven Botman,DEF,15,1.09,0,38.0,303.0,554.4,120.1,2.75,0,30,2,98.1,3.84,35,3127,129,13
573,Elliot Anderson,MID,15,1.45,0,6.03,180.0,70.2,114.7,1.14,0,7,1,36.5,2.59,3,395,30,1
574,Harrison Ashby,DEF,15,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
575,Alexander Isak,FWD,15,1.37,10,18.67,693.0,475.0,244.1,8.11,0,20,2,141.1,9.48,17,1520,100,4
576,Loris Karius,GKP,15,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
577,Garang Kuol,MID,15,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
578,Lewis Miley,MID,15,0.0,0,0.87,0.0,0.0,0.0,0.08,0,0,0,0.0,0.08,0,14,1,0
579,Mark Gillespie,GKP,15,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
580,Neco Williams,DEF,16,1.22,1,39.55,209.0,372.2,257.3,1.24,0,41,1,84.0,2.46,20,1872,54,4
581,Jonjo Shelvey,MID,16,0.66,0,11.62,11.0,55.6,102.1,0.19,0,11,0,16.3,0.85,6,573,16,1
582,Chris Wood,FWD,16,0.37,3,11.8,169.0,145.2,82.1,2.71,0,9,0,39.3,3.08,9,807,53,4
583,Harry Arter,MID,16,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
584,Steve Cook,DEF,16,0.59,0,15.15,28.0,177.4,39.3,0.13,0,21,0,24.4,0.72,11,956,20,2
585,Lyle Taylor,FWD,16,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
586,Jack Colback,MID,16,0.15,0,9.82,2.0,62.0,33.7,0.0,0,11,0,9.9,0.15,4,492,14,0
587,Brice Samba,GKP,16,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
588,Carlos Ribeiro Dias,MID,16,0.0,0,0.21,0.0,2.4,0.1,0.0,0,0,0,0.3,0.0,0,6,1,0
589,Joe Lolley,MID,16,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
590,Scott McKenna,DEF,16,0.42,0,28.95,46.0,278.8,93.9,0.07,0,32,0,41.8,0.49,19,1570,40,5
591,Mohamed Dräger,DEF,16,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
592,Ryan Yates,MID,16,0.43,0,29.34,233.0,206.8,97.3,1.99,0,36,3,53.1,2.42,21,1833,53,5
593,Joe Worrall,DEF,16,0.55,1,44.46,92.0,471.0,66.4,0.85,0,44,0,62.5,1.4,21,2215,61,5
594,Jonathan Panzo,DEF,16,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
595,Xande Nascimento da Costa Silva,MID,16,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
596,Sam Surridge,FWD,16,0.02,1,8.6,92.0,59.4,15.9,1.71,0,5,0,15.7,1.73,1,306,26,0
597,Richie Laryea,DEF,16,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
598,Loïc Mbe Soh,DEF,16,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
599,Brennan Johnson,FWD,16,2.0,8,53.79,729.0,478.2,373.6,8.39,0,54,5,157.4,10.39,33,2930,122,7
600,Alex Mighten,MID,16,0.0,0,0.23,0.0,0.0,0.3,0.0,0,0,0,0.0,0.0,0,7,1,0
601,Braian Ojeda Rodríguez,MID,16,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
602,Taiwo Awoniyi,FWD,16,0.29,10,26.43,378.0,375.8,129.6,6.86,0,29,1,87.8,7.15,17,1395,100,5
603,Dean Henderson,GKP,16,0.01,0,26.97,0.0,474.4,0.0,0.0,54,31,0,47.5,0.01,18,1620,82,6
604,Giulian Biancone,DEF,16,0.0,0,0.55,0.0,6.8,0.0,0.0,0,1,0,0.7,0.0,0,15,2,0
605,Willy Boly,DEF,16,0.27,0,10.37,24.0,145.0,11.8,0.05,0,10,1,18.3,0.32,9,684,37,3
606,Morgan Gibbs-White,MID,16,6.06,5,57.88,624.0,593.4,941.1,6.77,0,61,12,215.7,12.83,36,3151,145,8
607,Moussa Niakhaté,DEF,16,0.15,0,23.87,61.0,173.4,14.8,0.66,0,22,0,24.9,0.81,14,1163,25,2
608,Omar Richards,DEF,16,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
609,Wayne Hennessey,GKP,16,0.0,0,5.43,0.0,62.2,0.0,0.0,10,5,0,6.3,0.0,3,271,8,0
610,Harry Toffolo,DEF,16,0.93,0,19.73,67.0,147.0,93.5,0.28,0,17,0,30.6,1.21,9,933,30,2
611,Lewis O'Brien,MID,16,0.19,1,14.13,47.0,107.8,56.4,0.34,0,14,0,21.1,0.53,6,578,22,1
612,Jesse Lingard,MID,16,0.47,0,15.53,127.0,50.6,151.9,1.04,0,17,1,32.9,1.51,12,918,33,5
613,Orel Mangala,MID,16,0.7,1,29.46,75.0,191.4,61.6,0.57,0,24,1,32.8,1.27,20,1543,50,5
614,Oliver Hammond,MID,16,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
615,Remo Freuler,MID,16,0.79,0,41.93,54.0,272.2,174.7,0.42,0,47,0,50.3,1.21,24,2157,54,6
616,Cheikhou Kouyaté,MID,16,0.33,1,17.06,81.0,158.8,82.8,0.36,0,23,0,32.2,0.69,10,871,35,2
617,Emmanuel Dennis,FWD,16,0.4,2,13.59,286.0,166.4,96.8,1.73,0,17,2,54.6,2.13,6,709,39,1
618,Renan Augusto Lodi dos Santos,DEF,16,1.3,0,41.3,97.0,319.0,208.2,0.94,0,48,2,62.5,2.24,26,2211,56,5
619,Loïc Badé,DEF,16,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
620,Serge Aurier,DEF,16,0.92,1,33.13,112.0,431.0,164.1,0.74,0,31,0,70.9,1.66,22,1943,70,6
621,Dale Taylor,FWD,16,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
622,Jordan Smith,GKP,16,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
623,Gustavo Henrique Furtado Scarpa,MID,16,0.04,0,2.87,25.0,15.0,17.3,0.23,0,1,0,5.7,0.27,2,177,5,0
624,Danilo dos Santos de Oliveira,MID,16,0.56,3,20.32,113.0,253.8,108.1,1.58,0,18,2,47.1,2.14,12,976,48,1
625,Keylor Navas,GKP,16,0.01,0,33.0,0.0,387.6,0.0,0.0,51,32,0,38.7,0.01,17,1530,43,2
626,Felipe Augusto de Almeida Monteiro,DEF,16,1.15,0,31.83,130.0,379.0,79.5,1.2,0,32,1,59.0,2.35,15,1417,25,1
627,André Ayew,MID,16,0.03,0,7.41,53.0,34.0,17.1,1.06,0,10,0,10.5,1.09,1,306,11,0
628,George Shelvey,GKP,16,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
629,Ainsley Maitland-Niles,MID,17,0.76,0,22.2,23.0,280.2,159.2,0.02,0,31,1,46.0,0.78,13,1400,38,3
630,Roméo Lavia,MID,17,0.62,1,41.72,46.0,344.8,247.1,0.42,0,50,1,64.2,1.04,26,2219,57,4
631,Theo Walcott,MID,17,1.52,2,24.71,199.0,164.6,159.1,2.39,0,30,2,52.1,3.91,13,1123,49,2
632,Alex McCarthy,GKP,17,0.0,0,15.16,0.0,84.2,0.0,0.0,14,17,0,8.4,0.0,6,540,8,0
633,Oriol Romeu Vidal,MID,17,0.2,0,1.45,2.0,6.2,3.8,0.0,0,4,0,1.2,0.2,1,74,2,0
634,Nathan Redmond,MID,17,0.0,0,0.02,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,1,1,0
635,Stuart Armstrong,MID,17,2.73,2,28.64,267.0,234.2,282.8,2.31,0,34,2,78.6,5.04,14,1391,57,1
636,Mohamed Elyounoussi,MID,17,1.53,1,37.02,388.0,285.0,297.2,3.52,0,45,1,96.8,5.05,27,2162,62,2
637,James Ward-Prowse,MID,17,5.3,9,60.71,319.0,880.4,1162.9,5.86,0,72,4,236.3,11.16,38,3371,142,4
638,Adam Armstrong,FWD,17,0.75,2,24.77,275.0,142.0,148.8,2.23,0,24,1,55.6,2.98,14,1321,54,1
639,Kyle Walker-Peters,DEF,17,2.5,1,51.26,198.0,403.4,277.9,1.08,0,58,0,87.9,3.58,30,2650,56,3
640,Jan Bednarek,DEF,17,0.26,0,36.14,43.0,415.0,38.4,0.42,0,40,0,49.7,0.68,21,1770,32,3
641,Che Adams,FWD,17,2.19,5,34.19,583.0,340.4,336.4,6.48,0,41,5,124.6,8.67,23,1987,94,4
642,Nathan Tella,MID,17,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
643,Lyanco Silveira Neves Vojnovic,DEF,17,0.12,1,23.36,114.0,281.6,52.8,0.58,0,26,1,45.0,0.7,11,1173,29,0
644,Yan Valery,DEF,17,0.0,0,0.99,0.0,4.0,0.9,0.0,0,2,0,0.5,0.0,1,45,0,0
645,Will Smallbone,MID,17,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
646,Ibrahima Diallo,MID,17,0.12,0,14.48,28.0,85.4,66.0,0.21,0,19,0,17.7,0.33,11,813,19,0
647,Romain Perraud,DEF,17,1.86,2,30.64,298.0,360.6,251.8,1.26,0,35,2,90.9,3.12,22,1828,71,4
648,Moussa Djenepo,MID,17,0.43,0,11.26,70.0,141.8,123.2,0.15,0,14,2,33.7,0.58,7,702,27,0
649,Tino Livramento,DEF,17,0.0,0,1.41,0.0,5.8,0.0,0.0,0,0,0,0.6,0.0,0,26,2,0
650,Mohammed Salisu,DEF,17,0.5,0,28.84,167.0,537.4,109.7,1.4,0,41,1,81.5,1.9,21,1971,33,1
651,Mateusz Lis,GKP,17,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
652,Gavin Bazunu,GKP,17,0.05,0,46.75,0.0,633.0,10.0,0.0,69,56,0,64.2,0.05,32,2880,84,4
653,Armel Bella-Kotchap,DEF,17,0.44,0,35.93,105.0,422.4,76.4,1.05,0,39,2,60.6,1.49,24,1881,49,3
654,Willy Caballero,GKP,17,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
655,Joe Ayodele-Aribo,MID,17,0.44,2,17.11,366.0,209.6,137.1,1.54,0,24,0,71.5,1.98,13,1219,46,1
656,Sékou Mara,FWD,17,0.31,1,9.39,169.0,104.8,77.5,1.02,0,10,2,33.9,1.33,4,538,32,0
657,Juan Larios López,DEF,17,0.02,0,2.48,4.0,27.6,7.8,0.0,0,2,0,3.9,0.02,2,150,4,0
658,Duje Caleta-Car,DEF,17,0.14,1,15.36,69.0,262.4,16.2,0.83,0,15,0,34.9,0.97,9,942,28,1
659,Samuel Edozie,MID,17,0.43,0,7.27,133.0,89.2,110.3,0.88,0,9,0,33.2,1.31,5,554,23,1
660,Lewis Payne,MID,17,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
661,Ryan Finnigan,MID,17,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
662,Jimmy Morgan,FWD,17,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0
663,Mislav Orsic,MID,17,0.0,0,0.0,0.0,2.0,0.3,0.0,0,0,0,0.2,0.0,0,6,1,0
664,Carlos Alcaraz,MID,17,0.71,4,22.83,190.0,199.0,64.4,1.76,0,25,2,45.1,2.47,13,1024,55,0
665,James Bree,DEF,17,0.31,0,9.23,4.0,49.2,65.3,0.03,0,12,0,11.7,0.34,4,366,4,0
666,Kamaldeen Sulemana,MID,17,1.01,2,18.24,164.0,105.2,175.5,1.76,0,20,1,44.5,2.77,10,959,45,3
667,Paul Onuachu,FWD,17,0.07,0,6.08,126.0,30.2,52.8,1.26,0,7,0,20.6,1.33,4,401,14,1
668,Kamari Doyle,MID,17,0.0,0,0.31,0.0,0.0,0.3,0.0,0,0,0,0.0,0.0,0,6,1,0
669,Dominic Ballard,FWD,17,0.0,0,1.06,0.0,1.0,0.3,0.0,0,0,0,0.1,0.0,0,24,2,0
670,Samuel Amo-Ameyaw,MID,17,0.0,0,0.61,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,3,1,0
671,Hugo Lloris,GKP,1,0.0,0,30.16,0.0,540.0,0.0,0.0,79,39,0,54.0,0.0,25,2205,89,7
672,Fraser Forster,GKP,1,0.0,0,19.21,0.0,256.8,0.0,0.0,32,24,0,25.8,0.0,13,1215,40,3
673,Harry Kane,FWD,1,4.01,30,49.11,1707.0,1256.6,744.8,20.95,0,62,9,371.0,24.96,38,3406,263,11
674,Son Heung-min,MID,1,4.56,10,42.74,910.0,709.2,829.3,9.8,0,55,6,244.7,14.36,33,2886,152,9
675,Matt Doherty,DEF,1,0.27,1,8.61,146.0,147.0,110.5,0.74,0,9,0,40.3,1.01,7,663,35,3
676,Eric Dier,DEF,1,0.55,2,43.12,235.0,653.2,112.3,1.76,0,52,1,100.1,2.31,31,2816,96,9
677,Lucas Rodrigues Moura da Silva,MID,1,0.46,1,2.68,43.0,29.0,55.8,0.55,0,5,0,12.7,1.01,0,145,17,0
